"No"	"Study_ID"	"Sample_No"	"Sample_NoR"	"Reference"	"Publication_Year"	"Publication_Type"	"Design_for_Effect_Size"	"Effect_Size_Design_Code"	"Study_Design_Code"	"Experiment_Dummy"	"PrePost_within_Experiment_Dummy"	"Treatment_PrePost_Dummy"	"Control_PrePost_Dummy"	"Control_Random_Assignment_Dummy"	"Pharmacologic_vs._Psychosocial_intervention"	"Intervention_Type_Code"	"Clinical_vs._Nonclinical"	"Sample_Type_Code"	"Intervention_Type"	"Intervention_Type_recode"	"Ongoing_Patient_Dummy"	"Pharmacological_Intervention_Dummy"	"CognitiveBehavioral_Therapy_Dummy"	"SupportiveHumanistic_Therapy_Dummy"	"Psychoanalytic_Therapy_Dummy"	"Hospitalization_NOS_Dummy"	"Mixed_Interventionn_Dummy"	"Other_Dummy"	"Client_mean_age"	"Sample_size"	"Male_N"	"Female_N"	"FemaleP"	"Overall_N"	"Treatment_N"	"Control_N"	"Full_Sample_Dummy"	"Longitudinal_Study_Dummy"	"Full_with_different_Followup_length"	"ExperimentControl_PrePost_Subsample_different_length_not_included"	"Subsample_responders"	"Subsample_nonresponders"	"Notes_on_Sample"	"Duration_of_intervention_weeks"	"Duration_of_Intervention"	"Followup_time"	"Followup_time_code"	"Long_term_followup"	"Personality_measure_used"	"Personality_domain_assessed"	"Direction"	"Direction_sign"	"N"	"E"	"O"	"A"	"C"	"Total_Scale"	"Client_type"	"Disorder_type"	"Disorder_Type_code"	"depression_dummy"	"anxiety_dummy"	"personaliity_disorder_dummy"	"eating_disorder_dummy"	"substance_use_dummy"	"mixed_disorders_dummy"	"other_dummy"	"Pretest_Control_Mean"	"Pretest_SD"	"Posttest_Treatment_Mean"	"Posttest_SD"	"Effect_Size_Cohens_d"	"Effect_Size_correct_direction"	"Effect_Size_recomputed"	"Effect_Size_recomputed_correct_direction"	"pvalue"	"Reliability_of_Criterion"	"Sample_SD_of_criterion"	"Population_SD_of_criterion"	"d_to_r"	"corrected_r"	"Corrected_Effect_Size_d"	"Notes"
"6"	6	1	3	3	"Blonigen, Timko, Moos, & Moos (2009)"	2009	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"Clinical"	2	"alcoholics anonymous or professional treatment for drinking"	"professional treatmnt for substance use"	0	0	0	0	0	0	1	0	"34.700000000000003"	"180"	"0"	"180"	100	180	180	180	0	1	0	0	0	0	"Female subsample"	"143.80000000000001"	143.8	"16 year"	4	1	"Differential Personality Inventory (Jackson and Messick, 1986)"	"Impulsivity"	"-"	-1	0	0	0	0	1	0	"outpatients"	"AUD"	5	0	0	0	0	1	0	0	"51.1"	"10.199999999999999"	"44.9"	"9.4"	-0.63	0.63	-0.607843137254902	0.607843137254902	"<0.01"	"0.73"	9.4	NA	0.300446573394861	0.35164611621281	0.751273832138105	NA
"1036"	1051	80	142	140	"Bond & Perry (2004)"	2004	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic"	"dynamic"	1	0	0	0	1	0	0	0	"30.9"	"53 participated, 29 completed, 41 with three or more abservations"	"12"	"41"	77	41	41	41	1	0	1	0	0	0	"participants completed or were still in therapy at the time of analysis"	"a minimum of 3 years"	157	"after or were still in therapy"	0	0	"Defense Style Questionnaire"	"Maladaptive defense style"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Personality disorders, Depressive disorders, Anxiety disorders"	6	0	0	0	0	0	1	0	"4.28"	"1.02"	"3.9"	"1.01"	-0.372549019607843	0.372549019607843	-0.372549019607843	0.372549019607843	"0.05"	NA	NA	NA	0.183124555643701	NA	0.372549019607843	"Effect Size: 0.37"
"1037"	1052	80	142	140	"Bond & Perry (2004)"	2004	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic"	"dynamic"	1	0	0	0	1	0	0	0	"30.9"	"53 participated, 29 completed, 41 with three or more abservations"	"12"	"41"	77	41	41	41	1	0	1	0	0	0	"participants completed or were still in therapy at the time of analysis"	"a minimum of 3 years"	157	"after or were still in therapy"	0	0	"Defense Style Questionnaire"	"Image-distorting defense style"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Personality disorders, Depressive disorders, Anxiety disorders"	6	0	0	0	0	0	1	0	"3.12"	"0.95"	"2.84"	"1.25"	-0.294736842105263	0.294736842105263	-0.294736842105263	0.294736842105263	"0.05"	NA	NA	NA	0.145793789599497	NA	0.294736842105263	"Effect Size: 0.29"
"1038"	1053	80	142	140	"Bond & Perry (2004)"	2004	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic"	"dynamic"	1	0	0	0	1	0	0	0	"30.9"	"53 participated, 29 completed, 41 with three or more abservations"	"12"	"41"	77	41	41	41	1	0	1	0	0	0	"participants completed or were still in therapy at the time of analysis"	"a minimum of 3 years"	157	"after or were still in therapy"	0	0	"Defense Style Questionnaire"	"Self-sacrificing defense style"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Personality disorders, Depressive disorders, Anxiety disorders"	6	0	0	0	0	0	1	0	"3.97"	"1.29"	"3.66"	"0.85"	-0.24031007751938	0.24031007751938	-0.24031007751938	0.24031007751938	"0.09"	NA	NA	NA	0.119296965647027	NA	0.24031007751938	"Effect Size: 0.27"
"1039"	1054	80	142	140	"Bond & Perry (2004)"	2004	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic"	"dynamic"	1	0	0	0	1	0	0	0	"30.9"	"53 participated, 29 completed, 41 with three or more abservations"	"12"	"41"	77	41	41	41	1	0	1	0	0	0	"participants completed or were still in therapy at the time of analysis"	"a minimum of 3 years"	157	"after or were still in therapy"	0	0	"Defense Style Questionnaire"	"Adaptive defense style"	"+"	1	0	0	0	0	0	0	"outpatients"	"Personality disorders, Depressive disorders, Anxiety disorders"	6	0	0	0	0	0	1	0	"4.93"	"1.34"	"5.27"	"1.34"	0.253731343283582	0.253731343283582	0.253731343283582	0.253731343283582	NA	NA	NA	NA	0.125856887584154	NA	0.253731343283582	"Effect Size: 0.26"
"1040"	1055	80	142	140	"Bond & Perry (2004)"	2004	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic"	"dynamic"	1	0	0	0	1	0	0	0	"30.9"	"53 participated, 29 completed, 41 with three or more abservations"	"12"	"41"	77	41	41	41	0	0	0	0	0	0	"participants completed or were still in therapy at the time of analysis"	"a minimum of 3 years"	157	"after or were still in therapy"	0	0	"Defense Style Questionnaire"	"Overall defensive functionning"	"-"	-1	0	0	0	0	0	1	"outpatients"	"Personality disorders, Depressive disorders, Anxiety disorders"	6	0	0	0	0	0	1	0	"3.99"	"0.4"	"4.1500000000000004"	"0.46"	0.4	-0.4	0.4	-0.4	"0.05"	NA	NA	NA	-0.196116135138184	NA	-0.4	"Effect Size: 0.43"
"2024"	2083	195	NA	336	"Bonetti, Johansson, von Knorring, Perris, & Strandman (1977)"	1977	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Lithium"	"pharmacological"	1	1	0	0	0	0	0	0	"43.1"	"28"	"9"	"19"	67.86	28	28	28	NA	NA	NA	NA	NA	NA	"Bipolar patients"	"32 weeks"	32	"immediate after"	0	0	"Eysenck Personality Inventory (EPI)"	"Extraversion"	"+"	1	0	1	0	0	0	0	NA	"Bipolar affective psychoses"	1	1	0	0	0	0	0	0	"29.3"	"7.8"	"24.7"	"10.4"	NA	NA	-0.58974358974359	-0.58974358974359	NA	NA	NA	NA	NA	NA	NA	NA
"2025"	2084	195	NA	336	"Bonetti, Johansson, von Knorring, Perris, & Strandman (1977)"	1977	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Lithium"	"pharmacological"	1	1	0	0	0	0	0	0	"43.1"	"28"	"9"	"19"	67.86	28	28	28	NA	NA	NA	NA	NA	NA	"Bipolar patients"	"32 weeks"	32	"immediate after"	0	0	"Eysenck Personality Inventory (EPI)"	"Neuroticism"	"-"	-1	1	0	0	0	0	0	NA	"Bipolar affective psychoses"	1	1	0	0	0	0	0	0	"22.8"	"12.2"	"19.399999999999999"	"13.5"	NA	NA	-0.278688524590164	0.278688524590164	NA	NA	NA	NA	NA	NA	NA	NA
"2026"	2085	195	NA	337	"Bonetti, Johansson, von Knorring, Perris, & Strandman (1977)"	1977	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Lithium"	"pharmacological"	1	1	0	0	0	0	0	0	"50.1"	"33"	"15"	"18"	54.55	33	33	33	NA	NA	NA	NA	NA	NA	"Unipolar patients"	"35 weeks"	35	"immediate after"	0	0	"Eysenck Personality Inventory (EPI)"	"Extraversion"	"+"	1	0	1	0	0	0	0	NA	"Unipolar affective psychoses"	1	1	0	0	0	0	0	0	"20.2"	"9.3000000000000007"	"21.8"	"10.7"	NA	NA	0.172043010752688	0.172043010752688	NA	NA	NA	NA	NA	NA	NA	NA
"2027"	2086	195	NA	337	"Bonetti, Johansson, von Knorring, Perris, & Strandman (1977)"	1977	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Lithium"	"pharmacological"	1	1	0	0	0	0	0	0	"50.1"	"33"	"15"	"18"	54.55	33	33	33	NA	NA	NA	NA	NA	NA	"Unipolar patients"	"35 weeks"	35	"immediate after"	0	0	"Eysenck Personality Inventory (EPI)"	"Neuroticism"	"-"	-1	1	0	0	0	0	0	NA	"Unipolar affective psychoses"	1	1	0	0	0	0	0	0	"25.9"	"10.5"	"18.5"	"12.3"	NA	NA	-0.704761904761905	0.704761904761905	NA	NA	NA	NA	NA	NA	NA	NA
"1343"	1390	118	193	189	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"CBT"	0	0	1	0	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in cognitive behavioral therapy group"	"12 sessions"	6	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"54.7"	"8.4"	"40"	"9.5"	NA	NA	-1.75	1.75	NA	NA	NA	NA	NA	NA	NA	NA
"1344"	1391	118	193	189	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"CBT"	0	0	1	0	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in cognitive behavioral therapy group"	"12 sessions"	6	"6 months"	1	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"54.7"	"8.4"	"40.5"	"8.8000000000000007"	NA	NA	-1.69047619047619	1.69047619047619	NA	NA	NA	NA	NA	NA	NA	NA
"1345"	1392	118	193	189	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"CBT"	0	0	1	0	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in cognitive behavioral therapy group"	"12 sessions"	6	"12 months"	2	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"54.7"	"8.4"	"38.1"	"8.6999999999999993"	NA	NA	-1.97619047619048	1.97619047619048	NA	NA	NA	NA	NA	NA	NA	NA
"1346"	1393	118	194	190	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"CBT"	0	0	1	0	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in applied relaxation group"	"12 sessions"	6	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"56.5"	"8"	"42.7"	"7.8"	NA	NA	-1.725	1.725	NA	NA	NA	NA	NA	NA	NA	NA
"1347"	1394	118	194	190	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"CBT"	0	0	1	0	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in applied relaxation group"	"12 sessions"	6	"6 months"	1	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"56.5"	"8"	"39.1"	"9.6"	NA	NA	-2.175	2.175	NA	NA	NA	NA	NA	NA	NA	NA
"1348"	1395	118	194	190	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"CBT"	0	0	1	0	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in applied relaxation group"	"12 sessions"	6	"12 months"	2	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"56.5"	"8"	"41.1"	"12.8"	NA	NA	-1.925	1.925	NA	NA	NA	NA	NA	NA	NA	NA
"1349"	1396	118	195	191	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"supportive"	0	0	0	1	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in nondirective therapy group"	"12 sessions"	6	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"57.9"	"9.8000000000000007"	"47.8"	"12.6"	NA	NA	-1.03061224489796	1.03061224489796	NA	NA	NA	NA	NA	NA	NA	NA
"1350"	1397	118	195	191	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"supportive"	0	0	0	1	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in nondirective therapy group"	"12 sessions"	6	"6 months"	1	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"57.9"	"9.8000000000000007"	"42.9"	"13.1"	NA	NA	-1.53061224489796	1.53061224489796	NA	NA	NA	NA	NA	NA	NA	NA
"1351"	1398	118	195	191	"Borkovec & Costello (1993)"	1993	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"nondirective therapy/applied relaxation/cognitive behavioral therapy)"	"supportive"	0	0	0	1	0	0	0	0	"37.5"	"55 in all 3 treatment groups"	"19"	"36"	65.45	18	18	18	NA	NA	NA	NA	NA	NA	"patients in nondirective therapy group"	"12 sessions"	6	"12 months"	2	1	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"57.9"	"9.8000000000000007"	"43.8"	"44.3 (?)"	NA	NA	-1.43877551020408	1.43877551020408	NA	NA	NA	NA	NA	NA	NA	NA
"226"	226	23	42	42	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"humanistic"	"supportive+CBT"	0	0	1	1	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	0	1	1	0	0	0	"non-directive group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	6	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"53.3"	"13.32"	"44.4"	"12.9"	-0.668168168168168	0.668168168168168	-0.668168168168168	0.668168168168168	NA	NA	13.1116818143212	NA	0.316868551609259	NA	0.668168168168168	NA
"227"	227	23	42	42	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"humanistic"	"supportive+CBT"	0	0	1	1	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	0	1	1	0	0	0	"non-directive group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	8	"6 months"	2	1	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"53.3"	"13.32"	"49"	"18.559999999999999"	-0.322822822822823	0.322822822822823	-0.322822822822823	0.322822822822823	NA	NA	16.1538849816383	NA	0.159348948338844	NA	0.322822822822823	NA
"228"	228	23	42	42	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"humanistic"	"supportive+CBT"	0	0	1	1	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	1	1	1	0	0	0	"non-directive group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	8	"12 months"	3	1	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"53.3"	"13.32"	"48.87"	"20.77"	-0.332582582582583	0.332582582582583	-0.332582582582583	0.332582582582583	NA	NA	17.4472820232837	NA	0.164038693685735	NA	0.332582582582583	NA
"229"	229	23	43	43	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"CBT"	0	0	1	0	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	0	1	1	0	0	0	"cognitive group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	6	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"54"	"4.9400000000000004"	"45.7"	"9.4499999999999993"	-1.68016194331984	1.68016194331984	-1.68016194331984	1.68016194331984	NA	NA	7.54009615323306	NA	0.643228435324155	NA	1.68016194331984	NA
"230"	230	23	43	43	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"CBT"	0	0	1	0	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	0	1	1	0	0	0	"cognitive group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	8	"6 months"	2	1	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"54"	"4.9400000000000004"	"43.44"	"8.68"	-2.13765182186235	2.13765182186235	-2.13765182186235	2.13765182186235	NA	NA	7.06208184602812	NA	0.730226897918497	NA	2.13765182186235	NA
"231"	231	23	43	43	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"CBT"	0	0	1	0	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	1	1	1	0	0	0	"cognitive group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	8	"12 months"	3	1	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"54"	"4.9400000000000004"	"41.14"	"7.84"	-2.60323886639676	2.60323886639676	-2.60323886639676	2.60323886639676	NA	NA	6.5524499235019	NA	0.792990616519906	NA	2.60323886639676	NA
"232"	232	23	44	44	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"behavioral"	"CBT"	0	0	1	0	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	0	1	1	0	0	0	"coping desensitization group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	6	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"54.4"	"8.02"	"44.2"	"12.96"	-1.27182044887781	1.27182044887781	-1.27182044887781	1.27182044887781	NA	NA	10.7768733870265	NA	0.536603139677828	NA	1.27182044887781	NA
"233"	233	23	44	44	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"behavioral"	"CBT"	0	0	1	0	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	0	1	1	0	0	0	"coping desensitization group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	8	"6 months"	2	1	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"54.4"	"8.02"	"44.81"	"9.4600000000000009"	-1.19576059850374	1.19576059850374	-1.19576059850374	1.19576059850374	NA	NA	8.7696066046317	NA	0.51315738849423	NA	1.19576059850374	NA
"234"	234	23	44	44	"Borkovec & Mathews (1988)"	1988	"journal articla"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"behavioral"	"CBT"	0	0	1	0	0	0	0	0	"32.9"	"10 in non-directive group, 10 in cognitive, 10 in coping desensitization"	"13"	"17"	56.6666666666667	10	10	10	1	1	1	0	0	0	"coping desensitization group"	"12 sessions twice a week and 2 booster sessions a week apart (6 weeks for post-test and 8 weeks for the followups)"	8	"12 months"	3	1	"State-Trait Anxiety Inventory (STAI; Spielberger, Gorsuch, & Lushene, 1970)"	"Axiety trait"	"-"	-1	1	0	0	0	0	0	"outpatients from mental health agencies and community participants"	"18 anxiety and 12 panic disorder"	2	0	1	0	0	0	0	0	"54.4"	"8.02"	"45.44"	"12.33"	-1.11720698254364	1.11720698254364	-1.11720698254364	1.11720698254364	NA	NA	10.4007043030749	NA	0.487674965651818	NA	1.11720698254364	NA
"1294"	1341	109	179	175	"Borkovec, Mathews, Chambers, Ebrahimi, Lytle, & Nelson (1987)"	1987	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive therapy/nondirective therapy"	"CBT"	0	0	1	0	0	0	0	0	"21.7"	"16 in cognitive therapy; 14 in nondirective therapy"	"13"	"17"	56.67	16	16	16	NA	NA	NA	NA	NA	NA	"patients in cognitive therapy + relaxation"	"12 sessions in 6 weeks"	6	"immediate after"	0	0	"Trait version of the State-Trait Anxiety Inventory"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"52.19"	"7.78"	"36.25"	"8.02"	NA	NA	-2.04884318766067	2.04884318766067	NA	NA	NA	NA	NA	NA	NA	NA
"1295"	1342	109	180	176	"Borkovec, Mathews, Chambers, Ebrahimi, Lytle, & Nelson (1987)"	1987	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive therapy/nondirective therapy"	"supportive"	0	0	0	1	0	0	0	0	"21.7"	"16 in cognitive therapy; 14 in nondirective therapy"	"13"	"17"	56.67	14	14	14	NA	NA	NA	NA	NA	NA	"patients in nondirective therapy + relaxation"	"12 sessions in 6 weeks"	6	"immediate after"	0	0	"Trait version of the State-Trait Anxiety Inventory"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"55.57"	"9.74"	"45.71"	"8.0500000000000007"	NA	NA	-1.01232032854209	1.01232032854209	NA	NA	NA	NA	NA	NA	NA	NA
"1472"	1519	138	227	223	"Borkovec, Newman, Pincus, & Lytle (2002)"	2002	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"applied relaxation and self-control desensitization (SCD) / cognitive therapy (CT) / cognitive-behavioral therapy (CBT)"	"CBT"	0	0	1	0	0	0	0	0	"37.14"	"69 completed treatment in all three conditions"	"24"	"45"	65.22	23	23	23	NA	NA	NA	NA	NA	NA	"participants in CT group"	"14 weekly sessions"	14	"immediate after"	0	0	"State-Trait Anxiety Inventory (STAI)"	"Trait Anxiety"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Generalized anxiety disorder"	2	0	1	0	0	0	0	0	"58.43"	"6.85"	"43.33"	"8.66"	NA	NA	-2.2043795620438	2.2043795620438	NA	NA	NA	NA	NA	NA	NA	"# of participants in each group is not available"
